0	1
72	0
275	1
1256	0
2047	0
2551	1
2973	1
3320	0
3491	1
3999	1
4249	1
5665	0
5936	1
6268	1
6956	1
7061	0
7521	1
8662	1
8771	0
8813	1
9030	0
9087	0
9277	1
9285	1
9908	0
10364	0
10438	1
11626	1
11724	1
12782	0
14360	0
15117	0
15608	0
16485	0
16502	0
17173	0
17717	1
18283	1
18526	0
19212	0
19519	1
20108	0
20400	0
20496	0
20656	1
20751	0
20768	1
20861	1
20882	1
21020	0
21110	0
21177	0
22376	1
22620	1
22830	1
23518	0
23827	1
23910	0
24177	0
24236	0
24269	1
24331	0
25019	1
25676	1
25978	1
26628	0
26748	1
26833	0
27930	0
28247	0
28393	0
28971	1
29170	0
30926	0
31052	1
31728	0
32388	1
32854	0
33022	1
33231	1
33404	0
34931	1
35269	0
35390	0
35441	1
35723	1
36420	0
36422	0
37200	1
37738	1
37919	0
37997	1
38047	0
39787	1
41046	1
41246	1
42574	0
43637	1
44865	1
45960	0
46068	0
46827	0
48073	1
48540	0
48905	1
49115	1
50577	0
50899	0
50931	0
52192	1
52526	0
53371	0
53431	0
53669	1
53811	1
54605	0
54825	0
55222	0
56207	1
57947	0
58172	1
58745	1
58810	1
58855	0
58870	1
59109	0
59906	0
60344	0
60439	0
60770	0
60803	0
61182	1
61507	0
61709	0
62082	0
62517	1
62692	0
62746	0
62921	0
63190	1
63280	0
65550	1
65978	0
66074	0
66471	0
66528	0
66942	1
67109	0
67125	0
67236	0
67417	1
67911	0
68151	1
68333	1
69327	0
69377	0
70097	1
70147	0
72660	1
73066	1
73154	0
73400	0
74208	1
74610	1
74947	1
75049	1
75239	0
75664	1
75985	0
76038	1
76880	0
77113	0
77625	1
77725	0
77787	1
77865	1
78276	0
78997	0
79220	1
79256	0
79819	0
80763	1
81348	0
81664	0
81669	1
81976	0
82573	0
83590	1
83612	0
83660	0
83966	0
84063	1
84137	0
84346	1
84405	0
84895	0
85540	1
85625	1
86253	0
86295	1
86348	0
87273	0
88900	0
89734	1
89739	1
89785	1
90959	0
91211	0
91646	1
91717	1
91885	0
92271	1
92744	1
92861	0
92936	1
93962	1
94785	0
94833	1
96183	1
97000	1
97091	1
98681	1
98732	1
98791	1
99124	0
99699	1
101772	1
102285	0
102654	1
102691	1
102851	1
104084	1
105194	1
105236	0
106805	0
108429	0
108599	0
108645	0
109247	0
109408	0
109432	1
109639	0
109642	0
109718	0
112352	1
112844	1
112849	0
112948	1
113169	0
113186	0
113207	1
113558	0
113700	1
113799	0
114567	0
114692	1
115175	0
116216	0
116219	1
118625	1
118923	1
119094	1
119106	0
120015	1
120306	0
120636	1
121446	0
122206	0
122268	1
123517	1
124053	1
124194	0
125128	0
125501	1
125528	1
125818	1
126006	0
126368	0
126539	0
127864	0
127975	1
128389	0
128683	0
128857	1
129872	0
130237	0
130316	0
130473	0
130533	0
130865	0
131090	1
131748	0
131749	1
132767	1
133175	1
133293	1
133645	1
134163	1
134352	1
134466	1
134893	1
135108	1
135367	0
135573	1
135845	1
136316	1
138072	0
139048	1
139162	1
139925	0
140385	0
141358	0
142043	0
142764	0
142920	1
143412	0
145417	0
145558	1
145956	1
146382	1
146427	1
146801	1
147472	0
147769	1
147859	0
148638	1
149039	0
149404	0
150164	0
150298	0
150324	1
150792	1
150894	1
151079	1
151170	1
151239	0
151875	1
152218	0
152315	1
152834	1
153111	1
153569	0
154054	0
154525	0
154750	0
155633	0
155643	0
155886	1
156018	1
156281	0
156446	1
157428	0
157439	0
157885	1
158301	0
158808	0
159116	0
159461	1
160104	0
161153	0
161314	1
161580	1
162450	1
162673	1
162795	1
162957	1
163661	0
164627	0
164972	0
165064	1
165448	0
165788	0
166509	0
167163	0
167415	0
167498	0
167619	0
167815	1
169049	1
169685	1
169720	1
169826	1
170851	0
171364	1
172123	1
172145	1
172635	1
172646	1
172720	0
172774	1
173042	0
173551	1
173828	1
174031	1
174083	0
174291	1
174344	1
174416	0
175167	0
175361	0
176471	1
