0	1
318	1
351	0
497	1
511	1
1390	1
2523	1
3189	1
3254	1
3484	0
4080	1
4164	0
4183	1
7406	1
7907	0
8053	0
8528	1
8833	1
9515	0
9565	1
9614	1
10092	0
10936	1
11485	0
11530	1
11647	1
12160	1
12717	0
13085	0
13488	1
13634	1
13796	1
13984	1
14408	1
14772	0
15093	1
15340	1
15745	1
18540	0
18957	0
19520	1
19730	1
19934	0
20111	0
20588	1
20937	1
21229	0
21469	1
22041	1
22106	0
22366	1
22403	0
22675	0
23005	0
23281	1
23459	1
23579	0
23760	1
24165	0
24247	0
24308	0
24431	0
25544	1
25658	1
26383	0
26413	1
27387	0
27677	0
28100	1
28345	0
28742	1
29396	1
29552	1
29812	1
30559	1
30760	1
30789	0
30969	1
31192	0
32025	1
32882	1
33104	1
33634	0
34189	0
34220	1
34318	1
35930	0
38040	1
38259	1
38398	1
38895	0
38919	1
38936	0
39014	1
39223	1
39716	1
40559	1
41385	0
41464	1
41520	1
41686	0
42122	1
42341	0
42456	1
42463	1
43251	1
43272	1
43913	1
44320	0
44694	0
44953	1
45006	1
45790	1
46451	0
46927	1
47555	0
48212	0
48599	1
49314	0
49711	0
50193	0
51501	1
52171	1
52629	1
53119	0
53660	1
54134	1
54170	1
54421	0
55575	0
55593	1
55624	1
57492	1
57754	1
57769	0
58471	0
58784	0
58792	0
58963	1
59207	0
59722	1
59837	0
60010	1
60308	0
60434	1
60961	0
61017	1
61039	1
61103	1
61304	1
61743	1
61861	1
62319	1
62802	1
62962	1
63052	1
63282	0
63562	1
64041	1
64221	0
64707	0
64945	0
64957	0
66302	1
68451	0
69184	0
69252	0
69696	1
70332	1
70545	0
70653	0
70661	1
70726	1
70761	0
70830	0
70838	1
70990	0
71234	0
71705	0
72178	1
72237	0
72352	0
72425	0
72965	1
73507	0
73583	1
73611	1
73622	0
73668	0
73693	1
73875	1
74287	1
74350	1
75529	1
76364	0
76506	1
76520	1
76529	0
77146	0
77518	1
78550	1
78562	0
79049	1
79178	0
81010	0
84282	0
85130	1
85214	0
85620	1
85698	0
86093	0
86358	1
87438	1
89124	1
89226	1
90951	1
91107	0
91398	0
91488	0
92081	1
92586	1
92822	0
92842	1
93363	1
93483	0
94868	1
94941	0
95409	0
95651	1
95805	0
95811	1
95930	0
96000	0
96066	1
96105	1
96250	0
96294	1
96323	1
96705	0
97092	0
99984	0
100844	1
101962	1
102248	0
102475	0
102938	1
103027	1
103826	0
105007	0
105907	0
106273	0
106626	1
106993	1
107454	1
107866	1
107875	1
108717	1
108734	0
108878	0
109759	1
109914	1
110189	1
110432	0
110511	1
110628	1
111094	0
111460	1
111818	1
112022	1
112525	1
112668	1
112859	1
113472	0
113889	0
113946	1
114244	1
114265	0
114283	1
114284	1
115061	1
116280	0
117542	1
117569	1
117907	1
118232	1
118586	1
118589	0
121332	1
121554	1
121920	1
122108	0
122134	0
122551	0
122589	0
122987	1
123074	1
123163	1
124062	0
124459	1
124844	1
125675	0
126479	0
126902	1
127285	0
127605	1
128903	0
129682	0
129703	0
130947	1
131083	1
131345	1
131755	0
132062	1
132547	1
133022	1
133247	0
133277	0
133473	1
133670	1
133735	1
134173	1
134393	0
135734	1
135846	0
136169	0
136277	0
137105	1
137558	1
137917	1
138023	0
138053	1
138086	1
138482	0
140445	0
141306	1
141420	1
141663	1
141691	1
142454	0
143133	1
143391	0
143780	1
145274	1
145923	0
147032	0
147131	1
148724	1
148906	0
149188	0
149301	0
149380	0
152657	0
152753	1
153197	0
153546	1
154104	0
154167	1
154172	0
154634	0
155977	1
156521	1
156654	0
156848	1
156870	0
157154	1
157283	1
157524	1
158740	1
158875	1
159230	0
159253	0
159519	1
160598	0
161481	0
161948	1
163304	1
163609	0
163799	0
163814	1
164124	0
164818	1
165514	1
165617	1
167459	0
168769	1
171137	1
172778	1
173220	0
173234	0
173376	1
175495	1
176929	0
178375	0
178437	1
178742	0
178752	0
179252	0
179355	0
179898	1
179993	1
180243	0
181462	0
181687	1
181715	0
182149	0
182691	0
182978	0
183178	1
183186	1
183305	0
184721	1
184741	0
185207	1
185378	1
185461	0
185597	1
185730	1
186173	0
187418	1
188955	1
188965	1
190291	0
190430	0
190556	1
190687	1
191527	1
191649	0
191690	1
192948	1
193264	1
193521	1
193618	1
193845	0
193890	0
194078	1
194333	1
195225	1
196173	0
196941	1
197385	0
198083	0
199004	0
199338	1
199595	0
199639	1
199994	1
200213	1
200337	1
200713	0
201756	0
201994	0
202047	0
202984	1
203021	1
203476	0
203780	1
203884	1
204030	1
204645	1
205127	0
205868	0
205912	0
206291	1
206636	0
206814	1
207475	1
207896	1
208268	1
208429	0
208756	1
209210	0
209401	1
209961	0
210164	0
210469	0
210541	1
211441	0
212630	1
212893	0
212924	1
213104	0
214151	1
214168	1
214255	0
214346	1
214722	1
215665	0
216086	1
216458	1
216708	1
216752	1
216883	1
217107	0
217593	1
217988	1
218149	1
219411	1
220209	1
220322	1
220573	1
220825	0
221070	0
221176	1
221260	0
221727	1
222202	1
222522	1
223630	1
224320	1
224402	0
225618	1
226548	1
226630	1
227129	1
227494	1
227697	0
228034	0
228102	0
228106	0
228681	0
228713	1
229539	1
229554	0
230422	1
230921	1
231578	1
231636	0
231783	0
231794	1
231864	0
232258	1
233368	0
233421	1
233499	0
233812	1
234150	1
234505	0
234710	0
234856	0
235281	0
235518	1
235890	1
236562	1
237448	0
237961	0
238413	0
238606	0
239068	1
239753	1
239768	1
240370	1
240636	1
240928	1
240944	1
241405	0
241427	1
241738	0
241972	0
242290	1
242836	1
243107	0
243361	1
243470	1
244101	0
244324	0
244616	0
245158	0
245995	0
246059	1
246749	0
247664	1
248069	0
248451	0
249138	1
249659	1
249682	1
250382	1
252121	1
253383	0
253573	1
253663	1
253795	0
254075	1
254503	0
254575	1
255050	1
255096	1
255266	1
256166	1
256268	0
256557	1
258073	1
258211	1
258415	0
258565	0
258641	1
259403	1
261145	1
262065	1
262613	0
262620	0
262940	1
263532	0
263989	0
264038	1
264735	1
264849	1
264873	1
265044	0
265056	0
266097	0
266315	0
266398	0
266894	1
267506	1
267509	0
267638	0
267672	1
267885	1
267975	0
268005	0
268129	1
268364	1
268621	0
269015	1
269106	1
269133	0
270981	0
271505	1
271574	0
271781	0
273221	0
273859	1
274800	0
275208	1
275506	1
276014	1
276311	1
276347	1
276456	1
276507	0
276910	0
277342	0
277620	0
277648	1
277657	1
277861	1
277958	0
278591	1
278641	0
279170	0
279506	1
280860	1
281589	1
282234	1
282435	1
283294	0
284612	1
284914	0
285798	1
285900	1
287272	1
287559	1
288739	1
288811	1
288998	1
289042	1
289531	0
289862	1
289933	0
290264	1
290638	0
290842	0
291011	0
295273	1
295425	0
296031	0
296690	0
296714	0
297964	1
298171	1
298265	0
299211	0
299563	1
299741	0
299918	0
299953	1
300255	0
300660	0
300933	0
301051	0
301360	0
301500	1
302384	0
303417	0
303724	0
304138	1
305639	1
305770	1
305991	0
306082	1
306221	1
306972	1
307507	1
307519	0
308630	0
308793	1
309024	0
309199	1
309751	1
310110	1
310729	1
310740	1
311165	0
311336	0
312636	0
312743	0
313996	1
315296	0
316303	1
316656	1
318076	1
318095	0
319196	1
319313	1
319691	0
320108	0
320326	0
320695	0
320856	0
321560	1
321832	1
322277	1
322707	0
323265	1
323853	0
324217	1
324279	0
324287	0
324598	0
325248	1
325538	0
325572	1
325963	0
326686	0
326827	1
327353	1
327446	1
327633	1
328643	1
329937	0
330136	1
330557	0
330615	0
331782	0
331887	1
332274	1
332358	0
332544	1
332731	1
333904	0
335176	0
335407	0
335672	0
335869	0
336944	0
336973	0
337327	1
337928	1
338076	1
338265	0
338283	0
338422	0
340604	0
341210	0
341935	1
343378	1
343394	1
343532	0
343607	1
